Object Code,Type,Label,Partition Name,Partition ID,Unit,Instance Tag
SplitPassThroughOut6,SplitPassThroughOut,APT Link-Out,Room 1-4,10,,
SplitPassThroughOut7,SplitPassThroughOut,APT Link-Out,Room 1-4,10,,
Mixer20,Mixer,Room-3 Mixer ,Room 1-4,10,1,Mixer20
SourceSelector5,SourceSelector,Source Selector 5 Channel,Room 1-4,10,1,SourceSelector5
SplitPassThroughOut8,SplitPassThroughOut,APT Link-Out,Room 1-4,10,,
SplitPassThroughIn5,SplitPassThroughIn,APT Link-In,Room 1-4,10,,
SplitPassThroughOut9,SplitPassThroughOut,APT Link-Out,Room 1-4,10,,
Mixer21,Mixer,Room-4 Mixer ,Room 1-4,10,1,Mixer21
SourceSelector6,SourceSelector,Source Selector 5 Channel,Room 1-4,10,1,SourceSelector6
SplitPassThroughOut10,SplitPassThroughOut,APT Link-Out,Room 1-4,10,,
SplitPassThroughIn6,SplitPassThroughIn,APT Link-In,Room 1-4,10,,
SplitPassThroughOut11,SplitPassThroughOut,APT Link-Out,Room 1-4,10,,
Mixer22,Mixer,Matrix Mixer 4x5 w/Delay,Room 1-4,10,1,Mixer22
UIText165,UIText,,Room 1-4,10,,
PassFilter104,PassFilter,High Pass Filter,Room 1-4,10,1,PassFilter104
ParametricEQ48,ParametricEQ,Parametric EQ - 12 Band,Room 1-4,10,1,ParametricEQ48
ShelfFilter13,ShelfFilter,Low Shelf Filter,Room 1-4,10,1,ShelfFilter13
ShelfFilter14,ShelfFilter,High Shelf Filter,Room 1-4,10,1,ShelfFilter14
Delay8,Delay,10ms Delay,Room 1-4,10,1,Delay8
UIText166,UIText,Room-1 Speaker Processing,Room 1-4,10,,
Level29,Level,Level,Room 1-4,10,1,Level29
UIText168,UIText,,Room 1-4,10,,
PassFilter105,PassFilter,High Pass Filter,Room 1-4,10,1,PassFilter105
ParametricEQ49,ParametricEQ,Parametric EQ - 12 Band,Room 1-4,10,1,ParametricEQ49
ShelfFilter15,ShelfFilter,Low Shelf Filter,Room 1-4,10,1,ShelfFilter15
ShelfFilter16,ShelfFilter,High Shelf Filter,Room 1-4,10,1,ShelfFilter16
Delay9,Delay,10ms Delay,Room 1-4,10,1,Delay9
UIText169,UIText,Room-2 Speaker Processing,Room 1-4,10,,
Level30,Level,Level,Room 1-4,10,1,Level30
UIText171,UIText,,Room 1-4,10,,
PassFilter106,PassFilter,High Pass Filter,Room 1-4,10,1,PassFilter106
ParametricEQ50,ParametricEQ,Parametric EQ - 12 Band,Room 1-4,10,1,ParametricEQ50
ShelfFilter17,ShelfFilter,Low Shelf Filter,Room 1-4,10,1,ShelfFilter17
ShelfFilter18,ShelfFilter,High Shelf Filter,Room 1-4,10,1,ShelfFilter18
Delay10,Delay,10ms Delay,Room 1-4,10,1,Delay10
UIText172,UIText,Room-3 Speaker Processing,Room 1-4,10,,
Level31,Level,Level,Room 1-4,10,1,Level31
UIText174,UIText,,Room 1-4,10,,
PassFilter107,PassFilter,High Pass Filter,Room 1-4,10,1,PassFilter107
ParametricEQ51,ParametricEQ,Parametric EQ - 12 Band,Room 1-4,10,1,ParametricEQ51
ShelfFilter19,ShelfFilter,Low Shelf Filter,Room 1-4,10,1,ShelfFilter19
ShelfFilter20,ShelfFilter,High Shelf Filter,Room 1-4,10,1,ShelfFilter20
Delay11,Delay,10ms Delay,Room 1-4,10,1,Delay11
UIText175,UIText,Room-4 Speaker Processing,Room 1-4,10,,
Level32,Level,Level,Room 1-4,10,1,Level32
UIText179,UIText,,Room 1-4,10,,
TEC-14,TEC-1,Room 1,Room 1-4,10,1,TEC-14
UIText180,UIText,Automation,Room 1-4,10,,
UIText181,UIText,,Room 1-4,10,,
Level33,Level,Level,Room 1-4,10,1,Level33
AudioMeter28,AudioMeter,RMS Meter,Room 1-4,10,1,AudioMeter28
UIText182,UIText,Master,Room 1-4,10,,
AudioMeter29,AudioMeter,RMS Meter,Room 1-4,10,1,AudioMeter29
Input4,Input,Input 24 Channel,Room 1-4,10,1,Input4
UIText183,UIText,Input Meters,Room 1-4,10,,
UIText184,UIText,Output Meters,Room 1-4,10,,
UIText185,UIText,Input Meters,Room 1-4,10,,
PCTxAudio3,PCTxAudio,PCTx Audio,Room 1-4,10,1,PCTxRoom1234Audio
SplitPassThroughIn9,SplitPassThroughIn,APT Link-In,Room 1-4,10,,
SplitPassThroughOut14,SplitPassThroughOut,APT Link-Out,Room 1-4,10,,
SplitPassThroughIn10,SplitPassThroughIn,APT Link-In,Room 1-4,10,,
SplitPassThroughOut15,SplitPassThroughOut,APT Link-Out,Room 1-4,10,,
SplitPassThroughIn11,SplitPassThroughIn,APT Link-In,Room 1-4,10,,
SplitPassThroughOut16,SplitPassThroughOut,APT Link-Out,Room 1-4,10,,
SplitPassThroughIn12,SplitPassThroughIn,APT Link-In,Room 1-4,10,,
SplitPassThroughOut17,SplitPassThroughOut,APT Link-Out,Room 1-4,10,,
UIText167,UIText,Room-1,Room 1-4,10,,
UIText170,UIText,Room-2,Room 1-4,10,,
UIText173,UIText,Room-3,Room 1-4,10,,
UIText176,UIText,Room-4,Room 1-4,10,,
TEC-113,TEC-1,Room 2,Room 1-4,10,1,TEC-113
TEC-114,TEC-1,Room 3,Room 1-4,10,1,TEC-114
PresetButton4,PresetButton,Preset Buttons,Room 1-4,10,1,PresetButton4
PresetButton5,PresetButton,Preset Buttons,Room 1-4,10,1,PresetButton5
PresetButton6,PresetButton,Preset Buttons,Room 1-4,10,1,PresetButton6
TEC-115,TEC-1,Room 4,Room 1-4,10,1,TEC-115
PresetButton7,PresetButton,Preset Buttons,Room 1-4,10,1,PresetButton7
LogicState1,LogicState,Logic State 4 Channel,Room 1-4,10,1,LogicState1
PCTxLogic1,PCTxLogic,PCTx Logic,Room 1-4,10,1,PCTxLogic1
LogicMeter1,LogicMeter,Meter ,Room 1-4,10,1,LogicMeter1
UIText217,UIText,,Room 1-4,10,,
ParametricEQ58,ParametricEQ,Parametric EQ - 12 Band,Room 1-4,10,1,ParametricEQ58
ShelfFilter33,ShelfFilter,Low Shelf Filter,Room 1-4,10,1,ShelfFilter33
ShelfFilter34,ShelfFilter,High Shelf Filter,Room 1-4,10,1,ShelfFilter34
Delay18,Delay,10ms Delay,Room 1-4,10,1,Delay18
UIText218,UIText,Subwoofer Processing,Room 1-4,10,,
Level43,Level,Level,Room 1-4,10,1,Level43
UIText219,UIText,Subs,Room 1-4,10,,
PassFilter114,PassFilter,Low Pass Filter,Room 1-4,10,1,PassFilter114
Output4,Output,Output 5 Channel,Room 1-4,10,2,Output4
PresetButton14,PresetButton,Preset Button - 4,Room 1-4,10,1,PresetButton14
UIText223,UIText,,Room 1-4,10,,
PartitionConnector1,PartitionConnector,PCRx Logic,System View,,,
PartitionConnector2,PartitionConnector,PCRx Logic,System View,,,
PartitionConnector3,PartitionConnector,PCRx Logic,System View,,,
PartitionConnector4,PartitionConnector,PCRx Logic,System View,,,
PartitionConnector5,PartitionConnector,PCRx Logic,System View,,,
PartitionConnector6,PartitionConnector,PCRx Logic,System View,,,
PartitionConnector7,PartitionConnector,PCRx Logic,System View,,,
PartitionConnector8,PartitionConnector,PCRx Logic,System View,,,
PartitionConnector9,PartitionConnector,PCRx Logic,System View,,,
PartitionConnector10,PartitionConnector,PCTx Mains,System View,,,
PartitionConnector11,PartitionConnector,PCRx Audio,System View,,,
PartitionConnector12,PartitionConnector,PCTx Logic Office,System View,,,
PartitionConnector13,PartitionConnector,PCRx Audio,System View,,,
PartitionConnector14,PartitionConnector,PCTx Logic  All Hall,System View,,,
PartitionConnector15,PartitionConnector,PCTx Logic Hall 101,System View,,,
PartitionConnector16,PartitionConnector,PCTx Logic Hall 123,System View,,,
PartitionConnector17,PartitionConnector,PCTx Logic Hall 131,System View,,,
PartitionConnector18,PartitionConnector,PCTx Logic Foyer,System View,,,
PartitionConnector19,PartitionConnector,PCTx Logic Resource Room,System View,,,
PartitionConnector20,PartitionConnector,PCRx Audio,System View,,,
PartitionConnector21,PartitionConnector,PCTx Audio,System View,,,
PartitionConnector22,PartitionConnector,PCTx Logic,System View,,,
PartitionConnector23,PartitionConnector,PCRx Audio,System View,,,
PartitionConnector24,PartitionConnector,PCTx Audio,System View,,,
PartitionConnector25,PartitionConnector,PCTx Logic,System View,,,
